,Bitcoin Price,Chainlink Price,Ethereum Price,Cardano Price,Vechain Price,Ripple Price,Litecoin Price,Stellar Price,Monero Price,Cosmos Price,Binancecoin Price,Bitcoin-cash Price,Eos Price,Tron Price,Dash Price,Neo Price,Tezos Price
2019-02-24,4115.3379267876600,0.4589603020336280,157.67559560191700,0.048239797901670300,0.0048583031097362700,0.33129836333035000,51.32803960857450,0.09379590843554620,50.92675928580820,2.7515859138045400,10.648611505285600,150.20305429434800,4.235992432081620,0.025264442393349200,89.22287696221440,10.113105381125000,0.4483194550044890
2019-02-25,3742.868946700390,0.4050127574250100,134.31602869596200,0.04198105629365480,0.004399528840286460,0.2971769158095790,43.9458575515582,0.08271876647011020,52.23655678585540,3.0023968122350700,10.086822325864500,127.29821855046000,3.5472897274658300,0.023782493241178100,79.26160769522320,9.108698163253160,0.4203996343847100
2019-02-26,3824.683504217100,0.45963740326061500,137.8218665264570,0.04351453363655400,0.004434611858524880,0.3253251207658440,45.43418279346880,0.08580467805605880,47.24169440152800,3.740964101386210,9.688867286800850,133.55913947142700,3.5376039126267900,0.0240946351205934,81.75527920277500,9.18320621297704,0.4234288959237980
2019-02-27,3809.209774682020,0.4323104328554140,135.99783785109700,0.04286059311554930,0.004514473789321800,0.31638328237381200,44.81267601809390,0.08442717557383770,48.09133523707530,3.99231201231624,9.421308285129430,132.06819992984200,3.4205447991180200,0.02407634660015210,81.4481636753909,9.026367872794590,0.4038215196700200
2019-02-28,3813.377891881290,0.4276740302923700,134.84981713392100,0.043024207886110200,0.004518465559547740,0.3104579357086020,45.08466227127830,0.08399201754388450,47.87553714094580,3.5284050911536700,9.819080867304680,131.1103943266280,3.5000619326233800,0.023927175479952300,80.21030264526910,8.86678323658834,0.40783965126766000
2019-03-01,3815.6076075249800,0.4240703181962110,135.4906837644080,0.0427940036698597,0.004546345200723290,0.31336136119570600,45.75818202163640,0.08426228336943330,48.55155772509290,2.8001866902790200,10.254160725549300,130.33590791250100,3.5098254659268400,0.023657469962577500,81.12855494783890,8.824922989553080,0.4068833055507810
2019-03-02,3815.753939922760,0.4286889941102940,134.95470877409400,0.04291005176079200,0.004555442250437770,0.31512793629703300,47.19205563496670,0.08483681973642770,47.41781935890800,3.2982892776070400,11.254433050674300,131.06300382008700,3.4932588372392600,0.02351134194749200,81.52787471938430,8.964290354094780,0.4073196905899950
2019-03-03,3819.645730582590,0.42373803270534500,132.40742658761700,0.04231627585657280,0.004475430460474670,0.3130880420274270,48.4587770926163,0.08354383717012010,47.92451275011650,3.9013606463714700,11.675098940490900,130.49826695596500,3.4743378711359500,0.02271095116642430,81.30584100126100,8.696808270099900,0.40107747764182400
2019-03-04,3806.9542737979600,0.4196237381392350,130.5403477406030,0.04201086477264030,0.004409525549248230,0.31100343362899700,47.83200585279680,0.08693919222803650,47.992204277654700,3.8550297936665900,11.310266370857000,129.64963447829700,3.5168297969754700,0.02247079022275350,79.84322778116600,8.631520656573220,0.4014980708846600
2019-03-05,3712.812457297800,0.40279968058260600,125.6240824924570,0.040182274659521000,0.004194433333220470,0.3025428391500400,45.73922459478700,0.08230906118464860,48.312171450754500,5.179266239045420,11.422684008294000,123.19217534362800,3.232428520137130,0.022702785669801800,76.64792313434310,8.178472995972300,0.4026303235550320
2019-03-06,3852.461665785490,0.4283109751868320,136.5502476885830,0.04280345334761140,0.004331744367938570,0.3144673452605090,52.53040022675810,0.08556108311521790,46.70154063647240,3.5493629156372700,13.632378355605700,131.35993103033900,3.746288269041610,0.023739104102308400,81.18592178198170,8.728502778782130,0.415845162541097
2019-03-07,3860.510762380680,0.42858150864247000,137.32665152792900,0.042503620209921100,0.004313566900271260,0.31455191585087900,55.4372168703279,0.0848054800311809,48.39478114220410,4.9735687461423300,14.484805526745700,131.3797931573660,3.7334209467713200,0.023210224013739600,81.41785286531910,8.703624434757950,0.41649277590700300
2019-03-08,3871.637247965990,0.45336791500798500,136.78614228385900,0.04264895995597260,0.004466018028654400,0.31260281782436000,56.72236455345160,0.08469999567973070,48.685051422550000,5.302412551328510,14.914607987267300,130.53078423582000,3.7505596823593500,0.0229744422835061,80.78486644726210,9.156296573264810,0.4158935193832520
2019-03-09,3861.879307396150,0.4630102007355850,133.5416931933970,0.04237602610973910,0.0043725178495651100,0.30745784370945400,55.61576293958220,0.08637084999565910,49.08835984751610,5.912536260783840,14.182604227795100,127.59278804579700,3.5937358909018200,0.022362354369965900,78.12528836562540,8.759945852399790,0.4061992937657430
2019-03-10,3941.600873271770,0.4758257866846510,137.1960003042230,0.04664873112557520,0.0048395297205889500,0.3135130089002690,57.64245534763530,0.0898839697954103,48.1070576692793,5.467036830588760,14.486009181260100,133.388495515802,3.7533372436351100,0.022811639339282300,83.10828094626350,8.956899691816740,0.4157059589169960
2019-03-11,3923.559788806430,0.500520485997817,135.62080210154800,0.04552295642231730,0.004705677933941470,0.31305242221430100,56.827735126747100,0.10095959245975400,49.58448834407670,5.993913179929320,14.392014579915300,131.40262990398300,3.71206987404881,0.022955506945169600,80.92581578113610,8.7966642717586,0.45069638166948800
2019-03-12,3860.3592300287100,0.46273227444908300,132.38753404384000,0.047349574427912800,0.004478410330469580,0.30884485565370600,54.805712521545700,0.1015765743741010,48.62344272169750,6.003677898661890,14.32642352984070,128.1617801693900,3.55862081652519,0.022061287265074200,81.63954406206510,8.678652972550980,0.4497946018434890
2019-03-13,3876.480852754650,0.4868647028975780,133.28742563523200,0.047212017798664200,0.00525889436395638,0.3102317009938000,56.55468767502930,0.10483751513362200,48.73689575961510,4.700521731172640,15.201552878464700,128.26767760790000,3.632999193176120,0.022254235275011700,90.33253637340340,8.815350830263450,0.455708955030198
2019-03-14,3865.817782663390,0.48213875408940300,131.6683444532400,0.046196136347646,0.005088446017335900,0.3131691581340180,55.366790073731100,0.10774158236848600,49.601945944105100,3.897236025165530,14.964298646707700,127.76361035451800,3.5771138274955900,0.022265580714511500,89.52438874236180,8.902353251260570,0.4501160261561940
2019-03-15,3876.6987080329500,0.4862303393947350,132.14623792639400,0.0476159484384536,0.005140026119275650,0.31086399332787300,55.90094703882980,0.10671443464014200,49.9679305448807,6.416644496392600,14.8470688206058,131.92291382251100,3.561486115392160,0.022413019693057500,88.03255462289310,9.273051038619750,0.44391060981836400
2019-03-16,3925.460579704580,0.4870303309514420,136.4478648131970,0.0498118734459803,0.005286885963768090,0.3145422923120610,58.480581797163300,0.106123872249246,50.46439424787570,6.233417073176540,14.8815686728999,143.50238888385400,3.686681109216060,0.02294552721878000,89.63227665929390,9.234840415490080,0.4487555737667460
2019-03-17,4007.709463818870,0.4796345700935910,141.08804416286100,0.05123326136809730,0.005304622118815230,0.3184925057020860,61.19853602996480,0.10843106706576800,52.024120496621400,5.4641441289708000,15.990027347561600,155.81249300981700,3.796356373662380,0.02317699760807210,91.69182584424980,9.40526458063333,0.500241515031558
2019-03-18,3980.9901047320200,0.4780431690325010,138.55063028189400,0.049687912732741600,0.005198081564240000,0.31514319977266500,60.477240892506400,0.10846175174778600,53.07793729458050,3.8726341244990400,15.597596531360300,153.79708709759200,3.736971688936410,0.022922984900207500,90.74640424295380,9.157088873206930,0.48955979190850300
2019-03-19,3986.7068940461500,0.47624309155155100,137.65794893091000,0.05003314173793390,0.005267267995536810,0.3149082506809880,59.24226598774100,0.11487272644145900,51.722899387926600,4.306728600867670,15.518007075444700,160.75068197082900,3.7074594223194600,0.022791192328692000,90.05753721716980,9.108562800609890,0.48958383647051900
2019-03-20,4013.5769693454800,0.4758473875634520,138.5225166550470,0.05194287271907530,0.0053685781950536100,0.31665803421752500,59.42554997626080,0.11185676077438400,51.713934694389900,4.285857984374580,15.425372141185500,159.88749366563300,3.723949033751140,0.022786445889491900,90.27869940024990,9.186988245915320,0.5775365518732660
2019-03-21,4045.57263350974,0.4822992042704500,139.0759731796370,0.05328881287797870,0.005646004636323340,0.31742439439543600,60.283074139389000,0.10976819945322400,52.67120096905780,4.223250249484490,15.155898465256700,158.31857977188400,3.7071757348854500,0.022851718445443600,92.29487493961730,9.310600853106250,0.6260042847863060
2019-03-22,3983.317781297360,0.4579443797968470,135.05601072737000,0.05264299957221900,0.005669837396192740,0.3106503688589170,58.663993987815900,0.10647255931253500,54.48642137285980,3.5674262640658700,14.385688435290900,152.6904618880710,3.6207439567157,0.022215135748304500,89.8729105776242,8.92694011309277,0.823258114058169
